age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
56,Federal-gov,317847,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,225330,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,50,Poland,>50K
40,Self-emp-inc,45054,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
36,Private,143486,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
25,Private,120238,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,80933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
34,Private,231238,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,61898,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K
35,Federal-gov,185053,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,503923,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40,United-States,>50K
25,Private,104097,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,60,United-States,<=50K
22,Private,460835,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States,<=50K
49,Private,177211,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
66,Private,167711,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
21,Private,197200,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,110243,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,222011,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
24,Private,283092,11th,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,35,Jamaica,<=50K
70,Private,77219,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K
26,Self-emp-not-inc,253899,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,29762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
52,Self-emp-not-inc,313243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
33,Private,280923,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
36,Private,177285,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,38,United-States,<=50K
70,Private,184176,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K
31,Local-gov,33124,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
25,Private,137367,Bachelors,13,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,44,Philippines,<=50K
